Id	FileName	Copyright	Title	Subject	Description	Tags	ThematicLink	URL	updatedURL
WEB-0312_nubian_ibex	WEB-0312_nubian_ibex.jpg	© Rhododendrites, CC BY-SA 4.0, via Wikimedia Commons	Ibex		Young Nubian ibex (Capra nubiana) on a stone wall by a cliff	MVR; אַקּוֹ; יָעֵל; יַעֲלָה		https://commons.wikimedia.org/wiki/File:Juvenile_Nubian_ibex_in_Mitzpe_Ramon_(40409).jpg	https://upload.wikimedia.org/wikipedia/commons/6/64/Juvenile_Nubian_ibex_in_Mitzpe_Ramon_%2840409%29.jpg
WEB-0313_ibex	WEB-0313_ibex.jpg	CC0, Pixabay	Ibex	NATURAL WORLD	Ibex, wild goat	MVR; אַקּוֹ; יָעֵל; יַעֲלָה	Fauna:2.21	https://pixabay.com/images/id-940896/	
WEB-0314_iguana	WEB-0314_iguana.jpg	© Niceley, CC BY-SA 4.0, via Wikimedia Commons	Iguana	NATURAL WORLD	An iguana at Isla Iguana Wildlife Refuge	MVR; כֹּחַ	Fauna:4.7	https://commons.wikimedia.org/wiki/File:Iguana-in-Isla-Iguana-Wildlife-Refuge-Panama.jpg	https://upload.wikimedia.org/wikipedia/commons/8/84/Iguana-in-Isla-Iguana-Wildlife-Refuge-Panama.jpg
WEB-0315_iguana	WEB-0315_iguana.jpg	CC0, Pixabay	Iguana		Iguana	כֹּחַ	Fauna:4.7	https://pixabay.com/images/id-1309264/	
WEB-0316_slaves_in_yokes	WEB-0316_slaves_in_yokes.jpg	© Osama Shukir Muhammed Amin FRCP(Glasg), CC BY-SA 4.0, via Wikimedia Commons	Yoke		Slaves in yokes	מוֹט; מוֹטָה; עֹל; βοοζύγιον; ἑτεροζυγέω; κλοιός; ζυγός	Realia:1.1.1	https://commons.wikimedia.org/wiki/File:Balawat_gate,_of_Shalmaneser_III,_9th_century_BCE,_British_Museum.jpg	https://upload.wikimedia.org/wikipedia/commons/9/9d/Balawat_gate%2C_of_Shalmaneser_III%2C_9th_century_BCE%2C_British_Museum.jpg
WEB-0317_soldier_with_whip	WEB-0317_soldier_with_whip.jpg	© Johnbod, CC BY-SA 4.0, via Wikimedia Commons	Whip		Soldier with a whip	שֹׁוט; שֹׁטֵט; φραγέλλιον; φραγελλόω; ἱμάς; μαστιγόω; μαστίζω; μάστιξ;	Realia:1.1.3	https://commons.wikimedia.org/wiki/File:Lion_Hunt_of_Ashurbanipal_DSCF3552_07.jpg	https://upload.wikimedia.org/wikipedia/commons/9/9f/Lion_Hunt_of_Ashurbanipal_DSCF3552_07.jpg
WEB-0318_muzzle	WEB-0318_muzzle.jpg	Matson Collection, Library of Congress, Public domain	Muzzle		Muzzled cow used for threshing	חסם; מַחְסוֹם; φιμός; φιμόω; κημόω	Realia:1.1.4	https://www.loc.gov/resource/matpc.05240/	
WEB-0319_plowing_en	WEB-0319_plowing_en.jpg	Metropolitan Museum of Art, Public domain, MMA	Plowing		Egyptian model of a man plowing	אֵת; חרשׁ; ἀροτριάω; ἄροτρον; דָּרְבָן; מַלְמַד; κέντρον; goad; yoke; מוֹט; מוֹטָה; עֹל; βοοζύγιον; ἑτεροζυγέω; κλοιός; ζυγός	Realia:1.1.5		
WEB-0320_cutting_grain_sickle	WEB-0320_cutting_grain_sickle.jpg	The Pictorial New Testament, The Religious Tract Society 1881, Public domain	Sickle	OBJECTS, TOOLS & TRADES	Man cutting grain with a sickle	MVR; חֶרְמֵשׁ; מַגָּל; δρέπανον; harvest; farming; agriculture	Realia:1.1.6		
WEB-0321_sickle	WEB-0321_sickle.jpg	© Juan R. Lascorz, CC BY-SA 3.0, via Wikimedia Commons	Sickle		Sickle	חֶרְמֵשׁ; מַגָּל; δρέπανον	Realia:1.1.6	https://commons.wikimedia.org/wiki/File:20.Falz.JPG	https://upload.wikimedia.org/wikipedia/commons/2/20/20.Falz.JPG
WEB-0322_threshing_floor	WEB-0322_threshing_floor.jpg	© Klearchos Kapoutsis, CC BY 2.0, via Wikimedia Commons	Threshing	OBJECTS, TOOLS & TRADES	Threshing floor	MVR; ἀλοάω; ἅλων;	Realia:1.1.8.1	https://commons.wikimedia.org/wiki/File:Threshing_of_Fava_(3607973549).jpg	https://upload.wikimedia.org/wikipedia/commons/b/b0/Threshing_of_Fava_%283607973549%29.jpg
WEB-0323_threshing_board_bottom	WEB-0323_threshing_board_bottom.jpg	© Renyrt, CC BY-SA 3.0, via Wikimedia Commons	Threshing board		Bottom of a threshing board	חָרוּץ; מוֹרַג; עֲגָלָה;	Realia:1.1.8.2	https://commons.wikimedia.org/wiki/File:Dreschschlitten_2.jpg	https://upload.wikimedia.org/wikipedia/commons/c/c4/Dreschschlitten_2.jpg
WEB-0324_threshing_board	WEB-0324_threshing_board.jpg	© Renyrt, CC BY-SA 3.0, via Wikimedia Commons	Threshing board	OBJECTS, TOOLS & TRADES	Bottom of a threshing board	MVR; חָרוּץ; מוֹרַג; עֲגָלָה;	Realia:1.1.8.2	https://commons.wikimedia.org/wiki/File:Dreschschlitten_2.jpg	https://upload.wikimedia.org/wikipedia/commons/c/c4/Dreschschlitten_2.jpg
WEB-0325_threshing_board	WEB-0325_threshing_board.jpg	© CarlosVdeHabsburgo, CC BY-SA 4.0, via Wikimedia Commons	Threshing board		Iron threshing board	חָרוּץ; מוֹרַג; עֲגָלָה;	Realia:1.1.8.2	https://commons.wikimedia.org/wiki/File:Trillo_(Museo_de_Artes_y_Costumbres)_01.jpg	https://upload.wikimedia.org/wikipedia/commons/0/00/Trillo_%28Museo_de_Artes_y_Costumbres%29_01.jpg
WEB-0326_winnowing_shovel	WEB-0326_winnowing_shovel.jpg	National Gallery of Art, CC0, via Wikimedia Commons	Winnowing shovel	OBJECTS, TOOLS & TRADES	Wooden Spade, possibly used in winnowing (watercolor and graphite on paper, Archie Thompson, 1938)	רַחַת; זרה	Realia:1.1.8.3	https://commons.wikimedia.org/wiki/File:Archie_Thompson,_Wooden_Spade,_1938,_NGA_25899.jpg	https://upload.wikimedia.org/wikipedia/commons/d/d5/Archie_Thompson%2C_Wooden_Spade%2C_1938%2C_NGA_25899.jpg
WEB-0327_sieve	WEB-0327_sieve.jpg	© Israel Government Press Office	Sieve	OBJECTS, TOOLS & TRADES	Winnowing baskets or sieves for separating grain and chaff	MVR; כְּבָרָה; נָפָה; נוף; κόσκινον; σινιάζω	Realia:1.1.8.4		
WEB-0328_hoe	WEB-0328_hoe.jpg	Metropolitan Museum of Art, CC0, MMA	Hoe		Man using a hoe	מַחֲרֵשָׁה; מַעְדֵּר	Realia:1.1.9.1		
WEB-0329_hoe_blade_roman	WEB-0329_hoe_blade_roman.jpg	© Giovanni Dall'Orto, Attribution, via Wikimedia Commons	Hoe	OBJECTS, TOOLS & TRADES	Hoe blade (Roman)	בַּרְזֶל; גַּרְזֶן; מַעֲצָד; קַרְדֹּם; ἀξίνη; מַחֲרֵשָׁה; מַעְדֵּר	Realia:1.1.9.1	https://commons.wikimedia.org/wiki/File:1257_-_Keramikos_Museum,_Athens_-_Iron_tool_-_Photo_by_Giovanni_Dall%27Orto,_Nov_12_2009.jpg	https://upload.wikimedia.org/wikipedia/commons/7/75/1257_-_Keramikos_Museum%2C_Athens_-_Iron_tool_-_Photo_by_Giovanni_Dall%27Orto%2C_Nov_12_2009.jpg
WEB-0330_adze	WEB-0330_adze.jpg	Metropolitan Museum of Art, CC0, via Wikimedia Commons	Adze		Adze with wooden handle	בַּרְזֶל; גַּרְזֶן; מַעֲצָד; קַרְדֹּם; ἀξίνη; πέλεκυς	Realia:1.1.9.3	https://commons.wikimedia.org/wiki/File:Model_adze_MET_17.9.23_0031.jpg	https://upload.wikimedia.org/wikipedia/commons/2/23/Model_adze_MET_17.9.23_0031.jpg
WEB-0331_axe	WEB-0331_axe.jpg	© Zereshk, CC BY-SA 3.0, via Wikimedia Commons	Axe	OBJECTS, TOOLS & TRADES	Various bronze socketed axe and adze heads, Syria and Iran (2nd-1st millenia BCE, San Antonio Museum of Art, Near Eastern collection)	MVR; בַּרְזֶל; גַּרְזֶן; מַעֲצָד; קַרְדֹּם; ἀξίνη; πέλεκυς	Realia:1.1.9.3	https://commons.wikimedia.org/wiki/File:SAMA_(5).JPG	https://upload.wikimedia.org/wikipedia/commons/2/2b/SAMA_%285%29.JPG
WEB-0332_pruning_hook	WEB-0332_pruning_hook.jpg	Lax1, Public domain, via Wikimedia Commons	Pruning hook	OBJECTS, TOOLS & TRADES	Pruning hook	MVR; מַזְמֵרָה	Realia:1.1.9.4	https://commons.wikimedia.org/wiki/File:Croissant_outil.jpg	https://upload.wikimedia.org/wikipedia/commons/f/f7/Croissant_outil.jpg
WEB-0333_irrigation_channel	WEB-0333_irrigation_channel.jpg	© Bukvoed, CC BY 4.0, via Wikimedia Commons	Irrigation channel		An irrigation channel that runs down from Wadi Kelt to Jericho	יְאֹר; נָהָר; διῶρυξ; ὑδραγωγός; שׁקה	Realia:1.1.12	https://commons.wikimedia.org/wiki/File:Wadi-Kelt-Dok-084312.jpg	https://upload.wikimedia.org/wikipedia/commons/7/79/Wadi-Kelt-Dok-084312.jpg
WEB-0334_feed_trough	WEB-0334_feed_trough.jpg	© Immanuel Giel, CC BY-SA 4.0, via Wikimedia Commons	Feed trough		Feed and water troughs in the stables at Megiddo	אֵבוּס; φάτνη	Realia:1.2.3	https://commons.wikimedia.org/wiki/File:Tel_Megiddo_19.jpg	https://upload.wikimedia.org/wikipedia/commons/6/6c/Tel_Megiddo_19.jpg
WEB-0335_drag_net	WEB-0335_drag_net.jpg	George Louis Faber, Public domain, via Wikimedia Commons	Net (fishing)	OBJECTS, TOOLS & TRADES	Men drawing in a dragnet	MVR	Realia:1.3.1.1	https://commons.wikimedia.org/wiki/File:The_fisheries_of_the_Adriatic_and_the_fish_thereof_-_a_report_of_the_Austro-Hungarian_sea-fisheries_-_with_a_detailed_description_of_the_marine_fauna_of_the_Adriatic_Gulf_(1883)_(14777932324).jpg (cropped and enhanced)	
WEB-0336_trammel_net	WEB-0336_trammel_net.jpg	Lindsay G. Thompson, University of Washington, CC0, via Wikimedia Commons	Net (fishing)		Fish in a trammel net	מָצוֹד; מְצוֹדָה; δίκτυον	Realia:1.3.1.3	https://commons.wikimedia.org/wiki/File:FMIB_36608_Trammel_Net.jpeg	https://upload.wikimedia.org/wikipedia/commons/6/63/FMIB_36608_Trammel_Net.jpeg
WEB-0337_fish_hooks	WEB-0337_fish_hooks.jpg	© Olaf Tausch, CC BY 3.0, via Wikimedia Commons	Hook	OBJECTS, TOOLS & TRADES	Metal fish hooks	MVR; ἄγκιστρον	Realia:1.3.2	https://commons.wikimedia.org/wiki/File:Minoische_Angelhaken_01.jpg	https://upload.wikimedia.org/wikipedia/commons/4/45/Minoische_Angelhaken_01.jpg
WEB-0338_fishing_spear	WEB-0338_fishing_spear.jpg	Metropolitan Museum of Art, Public domain	Fishing spear	OBJECTS, TOOLS & TRADES	Point of a harpoon used for fishing (Bronze or Copper alloy, Egypt, ca. 1550–1070 BCE)	MVR	Realia:1.3.3	https://images.metmuseum.org/CRDImages/eg/original/LC-17_6_131_EGDP024525.jpg	
WEB-0339_hunting_net	WEB-0339_hunting_net.jpg	© Zunkir, CC BY-SA 4.0, via Wikimedia Commons	Net (hunting)	OBJECTS, TOOLS & TRADES	Men trapping deer in a net (Relief from the lion hunt of king Ashurbanipal, Northern Palace, Nineveh, Room S, panels 17-18, c. 645-635 BCE)	MVR; אַיָּל; אַיָּלָה	Realia:1.4.2	https://commons.wikimedia.org/wiki/File:Hunt_of_Ashurbanipal_-_netting_deer.jpg	https://upload.wikimedia.org/wikipedia/commons/1/19/Hunt_of_Ashurbanipal_-_netting_deer.jpg
WEB-0340_potter_turning_wheel	WEB-0340_potter_turning_wheel.jpg	The Pictorial New Testament, The Religious Tract Society 1881, Public domain	Potter	OBJECTS, TOOLS & TRADES	Potter turning wheel with his foot (New Testament times)	MVR; τροχός; κεραμεύς	Realia:1.5.1.1		
WEB-0341_engraving_ring	WEB-0341_engraving_ring.jpg	© The Portable Antiquities Scheme/ The Trustees of the British Museum, CC BY-SA 2.0, via Wikimedia Commons	Engraving		Engraving on a ring	חרשׁ; חָרָשׁ; חֲרֹשֶׁת; פתח; פִּתּוּחַ; קלע;  מִקְלַעַת; γλύμμα; γλυφή; γλύφω; ἐγγλύφω; κολάπτω	Realia:1.5.2.1	https://commons.wikimedia.org/wiki/File:Roman_engraved_finger_ring_(FindID_134803).jpg	https://upload.wikimedia.org/wikipedia/commons/3/3b/Roman_engraved_finger_ring_%28FindID_134803%29.jpg
WEB-0342_weaving_en	WEB-0342_weaving_en.jpg	Source unknown	Weaving	OBJECTS, TOOLS & TRADES	Weaving	MVR; beam	Realia:1.5.3		
WEB-0343_loom_en	WEB-0343_loom_en.jpg	Source unknown	Loom	OBJECTS, TOOLS & TRADES	Loom	MVR; beam; weave; shuttle; מְנֹור אֹרְגִים; ἱστός	Realia:1.5.3		
WEB-0344_spindle_en	WEB-0344_spindle_en.jpg	Metropolitan Museum of Art, CC0, MMA	Spindle		Spindle	כִּישׁוֹר; פֶּלֶךְ	Realia:1.5.3.2	22.1.629.jpg	
WEB-0345_spindle_en	WEB-0345_spindle_en.jpg	© Rita Willaert, CC BY 2.0, via Wikimedia Commons	Spindle		Woman using a spindle	כִּישׁוֹר; פֶּלֶךְ	Realia:1.5.3.2	https://commons.wikimedia.org/wiki/File:Noraduz_-_Armenia_(2921901759).jpg	https://upload.wikimedia.org/wikipedia/commons/9/98/Noraduz_-_Armenia_%282921901759%29.jpg
WEB-0346_loom_en	WEB-0346_loom_en.jpg	© CristianChirita, CC BY-SA 3.0, via Wikimedia Commons	Loom		Vertical loom	מְנֹור אֹרְגִים; ἱστός	Realia:1.5.3.3	https://commons.wikimedia.org/wiki/File:VerticalLoom.JPG	https://upload.wikimedia.org/wikipedia/commons/2/2e/VerticalLoom.JPG
WEB-0347_weaving	WEB-0347_weaving.jpg	Source unknown	Weaving	OBJECTS, TOOLS & TRADES	Woven cloth	MVR	Realia:1.5.3.6		
WEB-0349_embroidered_cloth	WEB-0349_embroidered_cloth.jpg	© EgyArt, via Wikimedia Commons	Embroidery	OBJECTS, TOOLS & TRADES	Linen cloth embroidered with wool	MVR;	Realia:1.5.3.11	http://commons.wikimedia.org/wiki/File:Coptic_Museum_019.jpg	https://upload.wikimedia.org/wikipedia/commons/5/5c/Coptic_Museum_019.jpg
WEB-0351_balance_scales	WEB-0351_balance_scales.jpg	Gary Todd, Israel Museum, CC0, via Wikimedia Commons	Balance scales		Balance scales	מֹאזְנַיִם; מֹאזְנֵא; פֶּלֶס; קָנֶה; ζυγός; πλάστιγξ; ῥοπή; σταθμός	Realia:1.6.1	https://commons.wikimedia.org/wiki/File:Bronze_Scale_(Original_Pans),_7th-6th_Century_BC_(43218460111).jpg	https://upload.wikimedia.org/wikipedia/commons/7/76/Bronze_Scale_%28Original_Pans%29%2C_7th-6th_Century_BC_%2843218460111%29.jpg
WEB-0352_weights	WEB-0352_weights.jpg	© Chamberi, CC BY-SA 3.0, via Wikimedia Commons	Weights		Stone weights	אֶבֶן; σταθμίον	Realia:1.6.2	https://commons.wikimedia.org/wiki/File:Judaean_weights._Israel_Museum,_Jerusalem.JPG	https://upload.wikimedia.org/wikipedia/commons/6/67/Judaean_weights._Israel_Museum%2C_Jerusalem.JPG
WEB-0353_bank_table	WEB-0353_bank_table.jpg	O.Mustafin, CC0, via Wikimedia Commons	Bank, table		Moneychanger or banker at a table	τράπεζα	Realia:1.6.4	https://commons.wikimedia.org/wiki/File:Trier1039.jpg	https://upload.wikimedia.org/wikipedia/commons/f/fa/Trier1039.jpg
WEB-0354_pen	WEB-0354_pen.jpg	Metropolitan Museum of Art, CC0, via Wikimedia Commons	Pen	OBJECTS, TOOLS & TRADES	Pens in a case (Wood, ivory, paint, ca. 1635–1458 BCE, Second Intermediate Period–Early New Kingdom, Egypt, Thebes, Asasif)	MVR; עֵט סֹפֵר; κάλαμος; קֶסֶת סֹפֵר	Realia:1.7.4	https://commons.wikimedia.org/wiki/File:Scribal_Palette_MET_16.10.298a_c_15.3.1112e_i_k_EGDP020550.jpg	https://upload.wikimedia.org/wikipedia/commons/b/b5/Scribal_Palette_MET_16.10.298a_c_15.3.1112e_i_k_EGDP020550.jpg
WEB-0355_tablet	WEB-0355_tablet.jpg	Metropolitan Museum of Art, CC0, MMA	Tablet		Wax writing tablet	גִּלָּיוֹן	Realia:1.7.6	sf14-2-4a-ds2.jpg	
WEB-0356_brick_mold	WEB-0356_brick_mold.jpg	Metropolitan Museum of Art, CC0, via Wikimedia Commons	Brick mold		A brick mold from a foundation deposit for Hatshepsut's temple (Egypt)	מַלְבֵּן	Realia:1.8.1	https://commons.wikimedia.org/wiki/File:Brick_Mold_from_a_Foundation_Deposit_for_Hatshepsut%27s_Temple_MET_22.3.252.front.jpg	https://upload.wikimedia.org/wikipedia/commons/0/07/Brick_Mold_from_a_Foundation_Deposit_for_Hatshepsut%27s_Temple_MET_22.3.252.front.jpg
WEB-0357_brick	WEB-0357_brick.jpg	© Ian Scott, CC BY-SA 2.0, via Wikimedia Commons	Brick	OBJECTS, TOOLS & TRADES	Mud bricks (original mud bricks of the outer gate structure of Philistine Ashkelon)	MVR	Realia:1.8.1	https://commons.wikimedia.org/wiki/File:Mud_Brick_Wall_at_Ashkelon_(5758799883).jpg	https://upload.wikimedia.org/wikipedia/commons/3/3f/Mud_Brick_Wall_at_Ashkelon_%285758799883%29.jpg
WEB-0358_painted_plaster	WEB-0358_painted_plaster.jpg	British Museum, Public domain, via Wikimedia Commons	Painted plaster		Painted plaster	גִּיר; טפל; שִׂיד, שׂיד; טוח, טִיחַ; תָּפֵל; κονιάω; ψαμμωτός	Realia:1.8.3	https://commons.wikimedia.org/wiki/File:Le_Jardin_de_N%C3%A9bamoun.jpg	https://upload.wikimedia.org/wikipedia/commons/4/4b/Le_Jardin_de_N%C3%A9bamoun.jpg
WEB-0359_squared_stone	WEB-0359_squared_stone.jpg	© Gilabrand, CC BY 3.0, via Wikimedia Commons	Squared stone		Herodian squared stones in the Western Wall, Jerusalem	אֶבֶן גָּזִית; λίθος λελαξευμένος; λίθος ξυστός; λίθος τετράποδος	Realia:1.8.4	https://commons.wikimedia.org/wiki/File:Jerusalem_Western_Wall_stones.jpg	https://upload.wikimedia.org/wikipedia/commons/0/0c/Jerusalem_Western_Wall_stones.jpg
WEB-0360_measuring_line	WEB-0360_measuring_line.jpg	Metropolitan Museum of Art, Public domain	Measuring line		Surveyors measure a plot of land using rope with knots tied at regular intervals (facsimile, painted by Charles K. Wilkinson; tomb of Menna, original ca. 1400–1352 BCE)	חֶבֶל; חוּט; פָּתִיל; קַו; קָוֶה;	Realia:1.8.6	https://images.metmuseum.org/CRDImages/eg/original/DT207673.jpg	
WEB-0361_razor	WEB-0361_razor.jpg	Metropolitan Museum of Art, Public domain, via Wikimedia Commons	Razor	OBJECTS, TOOLS & TRADES	An ancient razor (Egyptian, 1550–1458 BCE)	MVR	Realia:1.9.1	https://upload.wikimedia.org/wikipedia/commons/e/e3/Razor_MET_26.7.837b.front.jpg	
WEB-0362_darius	WEB-0362_darius.jpg	© درفش کاویانی, CC BY-SA 3.0, via Wikimedia Commons	Darius		Relief of Darius sitting on his throne in Persepolis	MVR; footstool	Realia:1.10.1	https://commons.wikimedia.org/wiki/File:Darius_In_Parse.JPG	https://upload.wikimedia.org/wikipedia/commons/a/af/Darius_In_Parse.JPG
WEB-0363_crown	WEB-0363_crown.jpg	© Einsamer Schütze, via Wikimedia Commons	Crown	OBJECTS, TOOLS & TRADES	Double crown uniting the scorpion-shaped crown of Lower Egypt and the bottle-shaped crown of Upper Egypt	MVR		http://commons.wikimedia.org/wiki/File:British_Museum_Egypt_074.jpg	https://upload.wikimedia.org/wikipedia/commons/b/bf/British_Museum_Egypt_074.jpg
WEB-0364_scepter	WEB-0364_scepter.jpg	Gary Todd, Israel Museum, CC0, via Wikimedia Commons	Scepter		Head of a scepter	חקק; מַטֶּה; מַקֵּל; שֵׁבֶט; שַׁרְבִיט; ῥάβδος; σκῆπτρον	Realia:1.10.3	https://commons.wikimedia.org/wiki/File:Bronze_Scepter_Heads,_Possibly_Belonging_to_a_King,_Iron_Age_II,_10th-8th_C._BC_(43217957601).jpg	https://upload.wikimedia.org/wikipedia/commons/b/b0/Bronze_Scepter_Heads%2C_Possibly_Belonging_to_a_King%2C_Iron_Age_II%2C_10th-8th_C._BC_%2843217957601%29.jpg
WEB-0365_horn_ram	WEB-0365_horn_ram.jpg	© Olve Utne, CC BY-SA 2.5, via Wikimedia Commons	Ram's horn		Ram's horn	יוֹבֵל; קֶרֶן; שׁוֹפָר; תָּקוֹעַ; σάλπιγξ; shofar	Realia:1.10.4	https://commons.wikimedia.org/wiki/File:Liten_askenasisk_sjofar_5380.jpg	https://upload.wikimedia.org/wikipedia/commons/1/1b/Liten_askenasisk_sjofar_5380.jpg
WEB-0366_kiln	WEB-0366_kiln.jpg	© Heritage Conservation Outside the City, Pikiwiki Israel, CC BY 2.5, via Wikimedia Commons	Kiln		Reconstructed kiln in Revadim, Israel	אַתּוּן; כִּבְשָׁן; כּוּר; מַצְרֵף; עֲלִיל; κάμινος; χωνευτήριον	Realia:1.11.1	https://commons.wikimedia.org/wiki/File:PikiWiki_Israel_68854_a_philistine_street_in_revadim.jpg	https://upload.wikimedia.org/wikipedia/commons/6/61/PikiWiki_Israel_68854_a_philistine_street_in_revadim.jpg
WEB-0367_kiln	WEB-0367_kiln.jpg	Encyclopaedia Biblica, 1903, Public domain, via Wikimedia Commons	Kiln	OBJECTS, TOOLS & TRADES	Cross section of a pottery kiln	MVR; אַתּוּן; כִּבְשָׁן; כּוּר; מַצְרֵף; עֲלִיל; κάμινος; χωνευτήριον	Realia:1.11.1	https://commons.wikimedia.org/wiki/File:C%2BB-Pottery-Fig9-EarlyGreekPottersKiln.PNG	https://upload.wikimedia.org/wikipedia/commons/3/37/C%2BB-Pottery-Fig9-EarlyGreekPottersKiln.PNG
WEB-0368_bellows	WEB-0368_bellows.jpg	© Le plombier du désert, CC BY-SA 4.0, via Wikimedia Commons	Bellows		Bellows operated by workers	מַפּוּחַ; ζώπυρον τοῦ πυρὸς	Realia:1.11.1.1	https://commons.wikimedia.org/wiki/File:La_fonte_du_minerai_de_cuivre_en_%C3%89gypte.jpg	https://upload.wikimedia.org/wikipedia/commons/7/7c/La_fonte_du_minerai_de_cuivre_en_%C3%89gypte.jpg
WEB-0369_anvil	WEB-0369_anvil.jpg	© MikiNikoloski, CC BY-SA 3.0, via Wikimedia Commons	Anvil		Modern anvil	פַּעַם; ἄκμων	Realia:1.11.2	https://commons.wikimedia.org/wiki/File:Kovac6.JPG	https://upload.wikimedia.org/wikipedia/commons/1/1e/Kovac6.JPG
WEB-0370_hammer	WEB-0370_hammer.jpg	© Giovanni Dall'Orto, Attribution, via Wikimedia Commons	Hammer	OBJECTS, TOOLS & TRADES	Wooden hammer	MVR	Realia:1.12.1	https://commons.wikimedia.org/wiki/File:2464_-_Museo_archeologico_di_Milano_-_Martello,_da_Tebtynis,_sec._IV-V_d.C._-_Foto_Giovanni_Dall%27Orto,_1_feb_2014.jpg	https://upload.wikimedia.org/wikipedia/commons/5/5b/2464_-_Museo_archeologico_di_Milano_-_Martello%2C_da_Tebtynis%2C_sec._IV-V_d.C._-_Foto_Giovanni_Dall%27Orto%2C_1_feb_2014.jpg
WEB-0371_spike	WEB-0371_spike.jpg	Gary Todd, Israel Museum, CC0, via Wikimedia Commons	Spike		Spike in an anklebone	ἧλος	Realia:1.12.2	https://commons.wikimedia.org/wiki/File:Nail_%26_Heel_Bone_Only_Known_Evidence_of_Crucifixion,_Jerusalem,_1st_C._AD_(29347803498).jpg	https://upload.wikimedia.org/wikipedia/commons/9/91/Nail_%26_Heel_Bone_Only_Known_Evidence_of_Crucifixion%2C_Jerusalem%2C_1st_C._AD_%2829347803498%29.jpg
WEB-0372_nails	WEB-0372_nails.jpg	© Takkk, CC BY-SA 3.0, via Wikimedia Commons	Nail	OBJECTS, TOOLS & TRADES	Roman-era rought iron nails	MVR; מַסְמֵר; מַשְׂמֵרָה; ἧλος	Realia:1.12.2	https://commons.wikimedia.org/wiki/File:Roman_era_wrought_iron_nail_-_Province_of_Pannonia_II._century_-_Hungary.jpg	https://upload.wikimedia.org/wikipedia/commons/5/56/Roman_era_wrought_iron_nail_-_Province_of_Pannonia_II._century_-_Hungary.jpg
WEB-0373_awl	WEB-0373_awl.jpg	© Rama, CC BY-SA 2.0 FR, CeCILL or CC BY-SA 2.0 FR, via Wikimedia Commons	Awl		An iron titching awl from the Roman period (Vidy Roman Museum, Lausanne, Switzerland)	MVR		https://commons.wikimedia.org/wiki/File:Al%C3%A8ne_IMG_4295.JPG	https://upload.wikimedia.org/wikipedia/commons/3/3e/Al%C3%A8ne_IMG_4295.JPG
WEB-0374_saw	WEB-0374_saw.jpg	Eloquence, Public domain, via Wikimedia Commons	Saw	OBJECTS, TOOLS & TRADES	Depiction of a carpenter on a mural in the burial chamber of the sculptors Nebamun and Ipuki	MVR; πρίζω	Realia:1.12.5	https://commons.wikimedia.org/wiki/File:Maler_der_Grabkammer_der_Bildhauer_Nebamun_und_Ipuki_004.jpg	https://upload.wikimedia.org/wikipedia/commons/7/74/Maler_der_Grabkammer_der_Bildhauer_Nebamun_und_Ipuki_004.jpg
WEB-0375_stylus_en	WEB-0375_stylus_en.jpg	Source unknown	Stylus	OBJECTS, TOOLS & TRADES	A stylus was used for writing and other kinds of inscription	MVR	Realia:1.12.6		
WEB-0376_compass	WEB-0376_compass.jpg	© Bullenwächter / Andreas Franzkowiak, Halstenbek, CC BY-SA 3.0, via Wikimedia Commons; cropped	Compass	OBJECTS, TOOLS & TRADES	Roman compass (1st to 3rd c. CE)	MVR	Realia:1.12.7	https://upload.wikimedia.org/wikipedia/commons/2/20/Roman_compasses_from_Cambodunum.jpg	
WEB-0377_tanner_with_leather	WEB-0377_tanner_with_leather.jpg	Deutsche Fotothek, Public domain, via Wikimedia Commons	Leather	OBJECTS, TOOLS & TRADES	A tanner working with leather	MVR	Realia:1.13	https://upload.wikimedia.org/wikipedia/commons/0/0f/Fotothek_df_tg_0007184_St%C3%A4ndebuch_%5E_Beruf_%5E_Handwerk_%5E_Papiermacher.jpg	
WEB-0378_rope	WEB-0378_rope.jpg	Rogers Fund, 1912, Metropolitan Museum of Art, CC0	Rope	OBJECTS, TOOLS & TRADES	Rope, probably made of palm fiber (ca. 1550–1295 BCE, New Kingdom, Egypt, Thebes, Dra Abu el-Naga)	MVR	Realia:1.14		
WEB-0379_sling	WEB-0379_sling.jpg	Gary Todd, worldhistorypics.weebly.com, CC0	Sling	OBJECTS, TOOLS & TRADES	A sling with rounded sling stones (Assyrian Gallery, British Museum)	MVR	Realia:2.2	36469964886_f2d0911897_k.jpg; cropped	
WEB-0380_slings_en	WEB-0380_slings_en.jpg	© Mike Peel (www.mikepeel.net)., CC BY-SA 4.0, via Wikimedia Commons	Sling	CULTURE	Relief of Assyrian soldiers using slings (British Museum)	MVR; מַרְגֵּמָה; קלע; קַלָּע; קֶלַע		https://commons.wikimedia.org/wiki/File:Lachish_Relief,_British_Museum_12.jpg	https://upload.wikimedia.org/wikipedia/commons/a/a0/Lachish_Relief%2C_British_Museum_12.jpg
